KOI,logAiso,E_logAiso,e_logAiso,a3,loc3,scale3,a5,loc5,scale5
K02785,9.89,0.08,0.09,-1.5442691437264813,9.963061831002747,0.11626904581334674,-0.7710638778426642,9.934565167165857,0.09890567589495725
K02786,9.55,0.11,0.06,24.299017823100712,9.458613046837822,0.1420851561348042,2.143070860226672,9.478506651693639,0.12444035823321109
K02792,9.63,0.07,0.07,0.014166088164586199,9.62920441889695,0.07039460613406756,0.0033753406615488757,9.629806403186757,0.07188543206465448
K02796,9.93,0.09,0.12,-2.923090103473669,10.03986176111053,0.16359450374111406,-1.2275996509651037,10.002163671780682,0.13450885351627984
K02801,9.71,0.07,0.1,-3.9145730270750363,9.80223996598002,0.13681863010923967,-1.409214108448822,9.772147600741517,0.11251653314896437
K02803,9.69,0.17,0.3,-28.05311059329962,9.945036727799847,0.39234184586015797,-2.0194443936943856,9.884558671068971,0.3392941063697995
K02805,10.03,0.05,0.05,1.1394706689316081e-07,10.029999995428835,0.050278650151194815,0.00146798543909199,10.02993985832937,0.05134658588057539
K02807,9.13,0.11,0.19,-24.019463468603206,9.293649772725013,0.2502566879693261,-1.9521417676511987,9.253002826644824,0.21483978122040281
K02815,9.9,0.07,0.08,-1.6557397855878264,9.96653531294056,0.10440863594400662,-0.816943602611147,9.940876401123274,0.08817445941451618
K02828,9.53,0.4,0.69,-55.097570810345665,10.124786721199104,0.9092269428327561,-1.9480564373213554,9.976639667061132,0.7801958623034142
K02829,9.9,0.05,0.05,9.49904119806888e-08,9.899999996189312,0.050278650151194704,0.0003799639968917745,9.899983559285863,0.05134601021004637
K02831,9.7,0.02,0.02,1.8013832914220984e-07,9.699999997109387,0.020111460060476816,-0.08392868006711751,9.701377507487944,0.02058440669526229
K02832,9.47,0.33,0.42,-2.4731766918943237,9.849590934659995,0.569084120384134,-1.106566803362469,9.714643571437259,0.46911949617717885
K02833,9.73,0.07,0.08,-1.6557397855879543,9.796535312940561,0.10440863594400895,-0.8169457043541684,9.77087653544333,0.08817449995835014
K02838,9.91,0.03,0.04,-2.923090103468425,9.946620587036826,0.05453150124702255,-1.2276008788769701,9.934054587463681,0.044836293277499606
K02840,10.05,0.03,0.03,1.482212752534906e-07,10.049999996432321,0.030167190090716778,0.0009550153293673702,10.049976522420511,0.0308079382466927
K02841,9.94,0.15,0.31,-26.999802370148785,10.180146311052088,0.38591119018142706,-2.5682033890603577,10.141496024999176,0.3506705241321233
K02848,9.82,0.08,0.09,-1.5442691437267086,9.893061831002752,0.11626904581335107,-0.7710848757138393,9.864566709749834,0.0989061351577114
K02857,9.43,0.06,0.03,25.843901485738343,9.382638104371626,0.07542805043229328,2.445706239971642,9.390967397649716,0.06788101368136412
K02859,10.12,0.02,0.04,-24.553029098850203,10.151574596855268,0.05028536669841488,-2.445675446429206,10.146021422795378,0.04525390663439599
K02863,10.12,0.02,0.03,-5.4392706358933935,10.147696266737823,0.04106286709348084,-1.5413044263487308,10.138945133620854,0.03381932490212114
K02864,9.92,0.1,0.12,-2.005687526472542,10.02500582118868,0.16017199546968897,-0.9515873916087827,9.985958099593992,0.1332164201844579
K02866,9.41,0.06,0.05,2.0056875264723146,9.35749708940566,0.08008599773484515,0.9515847612549635,9.377021067334205,0.06660817329508495
K02874,9.77,0.23,0.44,-27.631951850482906,10.126434194528619,0.560739835578792,-2.2872278129823513,10.056279989669537,0.49781786480086476
K02875,9.42,0.43,0.51,-1.9201155028116403,9.862007699694576,0.6777699788125536,-0.9200596016724489,9.69618181327844,0.5653157589443569
K02884,9.33,0.06,0.06,0.01534669222982643,9.329261246542822,0.06033890284335042,-1.907583146021352e-05,9.33000084735945,0.061615784776228755
K02885,9.97,0.03,0.02,5.439270635886913,9.942303733262179,0.04106286709347895,-0.020470698024141143,9.982418324106753,0.02567582828668369
K02904,9.43,0.04,0.05,-2.321426603226513,9.474848655974288,0.06750712058899788,-1.059535646719695,9.458683111930917,0.05575565823857165
K02906,9.85,0.04,0.04,1.1688415213484404e-07,9.849999996248808,0.04022292012095552,0.1110414580982848,9.846350908264176,0.041236805188691106
K02913,9.71,0.13,0.06,24.582711870200782,9.611939375696082,0.1596270392849899,2.753961792563487,9.62568833222138,0.1470066836248045
K02915,9.48,0.25,0.51,-28.12488145304495,9.878019297726178,0.6373380265093181,-2.5190629198893646,9.811625210400747,0.576945158654989
K02916,9.76,0.26,0.42,-24.69491541276483,10.137101395180133,0.5660003401020384,-1.7508205053575097,10.0295832207331,0.47440858874361624
K02925,9.06,0.28,0.54,-26.770408444498273,9.495370674753708,0.6864532365542584,-2.3154261611816622,9.41136692791827,0.610960532528145
K02931,9.63,0.33,0.47,-3.85546407646828,10.063468869797717,0.6430055921303834,-1.401117230701857,9.921752466056368,0.5287549709201305
K02943,9.7,0.11,0.06,24.952535165534727,9.608613047001338,0.1420851558027807,2.14305665547181,9.628507140296954,0.12444019339797974
K02949,9.8,0.07,0.08,-1.6557397855878122,9.86653531294056,0.10440863594400995,-0.8169402207724517,9.840876184821193,0.08817439414919659
K02956,9.37,0.05,0.04,2.321426603226712,9.32515134402571,0.06750712058899988,1.0595361579034375,9.3413168692001,0.05575566432301138
K02960,9.73,0.09,0.11,-2.1437244739005195,9.827478219203968,0.14767893839835378,-1.0004406400783665,9.79173337346283,0.12237818606732742
K02961,9.43,0.14,0.2,-3.91457302707353,9.614479931960027,0.2736372602184687,-1.4092119804591619,9.554294971578699,0.22503299118078568
K02964,9.83,0.03,0.03,1.5975170697402064e-07,9.829999996154786,0.030167190090715112,0.12491910803056783,9.826918874555794,0.030959037494185604
K02968,9.57,0.03,0.02,90.04163693601896,9.541762239332574,0.04151442423144158,-0.005671555080581925,9.58212933842028,0.025666161077423588
K02970,9.51,0.14,0.17,0.006166620400676948,9.499233096142701,0.15586532798666664,-0.983164782302282,9.604733912128477,0.18899062469998584
K02971,9.41,0.04,0.05,-2.321426603226456,9.454848655974288,0.06750712058899844,-1.0595343053466308,9.438683066346629,0.055755643861873594
K02974,9.06,0.03,0.04,-2.9230901034684535,9.096620587036828,0.05453150124702488,-1.227606240968953,9.084054721246924,0.04483633658285957
K02977,9.84,0.06,0.07,-1.8018029874355364,9.8997031478555,0.09236374085388932,-0.8749427616805576,9.877025947791624,0.07741095037946621
K02979,9.94,0.06,0.06,0.01250202439923953,9.939398172721408,0.060337381710643734,-0.0009743163467135219,9.940047882807194,0.06161587281600289
K02984,9.56,0.1,0.05,25.57882853470103,9.481063507270953,0.1257134174194462,2.44569012476434,9.494946071006506,0.11313488798591187
K03008,9.78,0.03,0.04,-2.9230901034686667,9.816620587036827,0.05453150124702355,-1.2275986396769127,9.804054537150899,0.044836280967815556
K03009,9.13,0.38,0.57,-5.439270635890409,9.65622906801866,0.7801944747761362,-1.541297816433655,9.489955693675599,0.6425665673667613
K03012,10.09,0.03,0.03,1.3985558666718134e-07,10.089999996633686,0.03016719009071611,0.08381741660122088,10.087936486254478,0.030876429307483577
K03015,9.97,0.04,0.04,1.2903163337796286e-07,9.969999995858956,0.0402229201209543,-0.09652682386352751,9.973170137606646,0.04119815619548006
K03017,9.97,0.1,0.15,-5.439270635889585,10.108481333689124,0.20531433546740585,-1.5412955170884146,10.064725013739121,0.1690964097497648
K03021,9.02,0.24,0.41,-25.839616862367265,9.375537306170772,0.5420277993086141,-1.918099066451333,9.28514085007597,0.46354010728853323
K03023,9.61,0.08,0.1,-2.3214266032264277,9.699697311948576,0.1350142411779971,-1.059534840728233,9.667366169883842,0.11151129956854067
K03032,9.3,0.36,0.5,-3.435923012897689,9.760354147661724,0.683491289178204,-1.3345022454342512,9.60710909246053,0.5618111618406205
K03039,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K03046,9.81,0.09,0.12,0.006873602761629627,9.799420814485854,0.10558553382651481,-1.2276005300232384,9.882163741271167,0.13450887347675766
K03052,10.13,0.01,0.01,0.020179784291514125,10.129838104301232,0.010057033202085619,-0.001101766211874633,10.130009027304105,0.010269314043647504
K03057,9.32,0.34,0.52,-7.11176974017495,9.800075802222755,0.7117614721362444,-1.5950418132184723,9.650057103175326,0.5865615311115088
K03060,9.6,0.11,0.05,25.87093373450739,9.517726670842585,0.1344843601312704,2.8164770276572852,9.528725984521618,0.12437322058312239
K03065,9.22,0.36,0.4,-76.49088696862327,9.681563991561843,0.6244664505957949,-0.7335846152862331,9.412473020720078,0.43843953216382525
K03075,10.12,0.02,0.03,-5.4392706358933935,10.147696266737823,0.04106286709348084,-1.5413044263487308,10.138945133620854,0.03381932490212114
K03083,9.4,0.17,0.18,-1.0855297822457715,9.523244813942455,0.21843753661274445,-0.07720524281505448,9.39906093003354,0.1800468871853924
K03086,9.91,0.16,0.33,-26.517533703140728,10.165933613819394,0.41105387879860666,-2.5604995271927464,10.124508236017741,0.37329767572332917
K03087,9.36,0.22,0.53,-27.001906251669737,9.737352081336164,0.6320775018873501,-3.216518362690806,9.70086290465322,0.5986082827728563
K03093,9.85,0.06,0.09,-5.43927063589021,9.933088800213472,0.12318860128044162,-1.5412911507297338,9.90683481659481,0.10145778295994767
K03096,10.06,0.02,0.03,-5.439270635891319,10.087696266737822,0.041062867093479616,-1.5412995452336276,10.078945061949796,0.03381930139223821
K03097,9.8,0.04,0.11,-25.29864770992438,9.873159700197775,0.12688355783178507,-3.9034688483915545,9.869661504272802,0.12396647844742348
K03100,9.57,0.07,0.04,59.749512213305394,9.5101876430513,0.09179979011481665,1.9930072183666567,9.524631803273348,0.07916251328216295
K03109,9.29,0.06,0.04,5.439270635892754,9.234607466524348,0.08212573418696234,1.5412898306670115,9.252110107426594,0.0676385478004966
K03111,9.75,0.11,0.14,-2.4731766918956453,9.876530311553353,0.18969470679473088,-1.1065661227892747,9.831547792967699,0.15637314496079835
K03114,9.29,0.06,0.04,5.439270635892754,9.234607466524348,0.08212573418696234,1.5412898306670115,9.252110107426594,0.0676385478004966
K03117,9.45,0.28,0.51,-28.528293315530746,9.875360178330107,0.6601404252411238,-2.1215636939218285,9.781368650862092,0.5769294823197098
K03122,9.28,0.05,0.03,29.311027651804437,9.235974940997004,0.06665710742971664,1.8431875632706038,9.24775826414139,0.056509335659388094
K03125,9.69,0.07,0.08,-1.6557397855876133,9.756535312940553,0.10440863594400429,0.06600584829597267,9.673908056053222,0.07712846730536627
K03128,9.61,0.03,0.04,-2.923090103467544,9.646620587036827,0.054531501247025105,-1.2276029779008013,9.63405464090122,0.044836310672273894
K03130,9.95,0.15,0.32,-26.617221185436875,10.193483147731214,0.3946821332508681,-2.691760915817511,10.157711664176738,0.36190783134921267
K03132,9.18,0.04,0.06,-5.439270635891759,9.235392533475649,0.08212573418696256,-1.5412920753279025,9.217889904262426,0.06763853064009095
K03146,9.93,0.04,0.05,-2.3214266032277635,9.974848655974302,0.06750712058900987,-1.0595322285452227,9.95868298966218,0.05575561932021533
K03165,9.66,0.03,0.14,-22.76906306081787,9.73405657658023,0.14559557962459735,-9.129504316716051,9.74139198950313,0.15593355888661564
K03167,9.33,0.27,0.2,3.0636721082060205,9.082272033428161,0.36847102705668333,1.2599989861790277,9.166489004805989,0.3028855752696642
K03168,9.96,0.03,0.03,1.4496859535029216e-07,9.959999996510616,0.030167190090721552,0.11432493932419163,9.957181678549887,0.03093474744621394
K03180,9.35,0.05,0.1,-24.365993060448332,9.428936491891932,0.12571341645705403,-2.4456685259995936,9.415053372323811,0.11313470897144762
K03184,9.64,0.07,0.06,1.801802987435508,9.5802968521445,0.09236374085388754,0.8749454381183739,9.602973882865935,0.077410989739918
K03194,9.36,0.04,0.05,-2.32142660322684,9.40484865597429,0.0675071205889991,-1.0595341238281293,9.388683060055715,0.05575564189517379
K03195,9.7,0.02,0.02,1.8013832914220984e-07,9.699999997109387,0.020111460060476816,-0.08392868006711751,9.701377507487944,0.02058440669526229
K03196,9.65,0.08,0.09,-1.544269143726666,9.723061831002752,0.11626904581335096,-0.7710618312035962,9.694565065285385,0.0989056485922406
K03197,9.21,0.24,0.38,99.92467110106458,8.783598142173892,0.4993329601194032,-1.6929140083338012,9.453029671346941,0.4290365856163839
K03201,10.1,0.03,0.05,-22.777919721302965,10.144025058135416,0.06665710683448622,-1.8431845534331757,10.132241677209247,0.05650931629620626
K03202,9.76,0.03,0.02,-84.62332255057511,9.794014551278394,0.04034428131245282,1.541306357203183,9.741054838085152,0.033819334590963646
K03203,9.42,0.04,0.04,1.0942751771381154e-07,9.419999996488116,0.04022292012095574,-0.09817043203850062,9.423224032984885,0.04120217176546204
K03215,9.24,0.27,0.14,24.54968505013808,9.022314660656301,0.34322662124443903,2.3154233867196865,9.064316881251472,0.30548014963896764
K03218,9.45,0.2,0.35,-28.352557808634998,9.749061786969012,0.4589989535066358,-1.9929949425226283,9.676839484748148,0.3958120722066405
K03220,9.36,0.05,0.05,-0.015122229027880962,9.360606624419146,0.05028230960997726,0.0005467996346624204,9.359977593016382,0.05134655305000502
K03224,9.26,0.21,0.6,-27.255606730645013,9.651596292837194,0.6858732794937015,-4.12975836272102,9.637995701270293,0.6756819771667762
K03225,9.13,0.28,0.53,-27.99256808813236,9.562033847502446,0.6776823062548495,-2.2506286618644964,9.474785029538767,0.5996362899995046
K03227,9.75,0.09,0.11,-2.143724473900619,9.847478219203971,0.14767893839835644,-1.0004312297573676,9.811732623504787,0.12237795030710519
K03232,9.35,0.22,0.4,-61.80643779118773,9.683973217915971,0.5180552598118047,-2.1157191983915453,9.609876241193398,0.45248958043054943
K03233,9.7,0.16,0.23,-4.043445496886562,9.912202847228711,0.31471909317779956,-1.425871371982268,9.843272490224107,0.25885898916658157
K03234,9.52,0.08,0.05,23.997864898872606,9.447737180896219,0.10817153115548994,1.7230546270853466,9.468735550381929,0.09034522881945106
K03236,9.47,0.05,0.09,-25.022397175296447,9.545599655666223,0.11694247389778556,-2.0829667896368136,9.528441926504005,0.10180391110527431
K03237,8.67,0.51,0.28,28.80782559929534,8.244639829191872,0.6601404153479962,2.121571678398439,8.338630062308992,0.5769299046307482
K03239,9.2,0.21,0.36,-27.778371193689424,9.511512248697539,0.47537069375348817,-1.9287987288938808,9.432888960046824,0.4070285516092319
K03240,9.31,0.06,0.05,2.005687526472471,9.257497089405659,0.08008599773484593,0.9515866150282477,9.277020985050056,0.06660819945460894
K03244,9.14,0.14,0.13,1.2228488970564229,9.037577684619972,0.1737628827260569,0.6317661565615253,9.078701352321563,0.1522226199394363
K03245,9.8,0.06,0.07,-1.8018029874362327,9.859703147855516,0.09236374085389765,-0.8749518990223208,9.837026456393996,0.0774110957540819
K03246,9.25,0.33,0.64,-31.156327735740035,9.764307170995956,0.8121666587559899,-2.3350985521427106,9.666442232854351,0.7241003388813525
K03248,9.98,0.07,0.08,-0.017621155208146888,9.97772695567713,0.07542528207216748,-0.8169437749491806,10.020876412237754,0.08817446278601382
K03249,9.71,0.08,0.09,-1.5442691437265665,9.783061831002751,0.11626904581334863,-0.7710613486643325,9.754565036475569,0.09890564044346983
K03251,9.79,0.08,0.08,-0.009538136360490057,9.790612208556643,0.08044816972508839,0.09772366069340421,9.783580709096402,0.08240226071409107
K03254,9.8,0.11,0.14,-2.4731766918943237,9.926530311553332,0.189694706794712,-1.1065613397573486,9.881547342990654,0.15637300155404588
K03277,9.64,0.03,0.03,1.2826049555769714e-07,9.639999996912778,0.030167190090716445,0.10213820354900349,9.637483567744784,0.030909371104088756
K03278,9.45,0.26,0.47,-23.866692519554377,9.843785575316122,0.6098550520550019,-2.0968173199041473,9.755266315548468,0.5316570249653735
K03283,9.47,0.42,0.56,-2.923090103469235,9.982688218515621,0.7634410174583692,-1.2276000257344322,9.80676395111131,0.6277080196263587
K03287,9.99,0.05,0.06,-2.0056875264720873,10.042502910594337,0.0800859977348427,-0.9515923176363117,10.022979268674586,0.06660827803846692
K03288,9.26,0.25,0.48,-27.394428563603796,9.64800879198919,0.6110252030213135,-2.2998546201332033,9.57231613587265,0.5430752234376637
K03301,9.75,0.05,0.15,-23.256821719171597,9.845620669566566,0.16956812484854467,-4.44020827174451,9.843836779592111,0.16875313028297412
K03308,9.88,0.04,0.04,-0.014883787771523771,9.880477648260761,0.04022575610641621,-0.12655830944177637,9.884162476509722,0.041283933322393995
K03310,9.23,0.34,0.46,-3.0894906421311106,9.65219723566008,0.6278666066377259,-1.2656948818429328,9.50890405911115,0.5160971318483907
K03315,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K03338,9.7,0.09,0.11,-2.1437244739007753,9.797478219203972,0.14767893839835888,-1.0004370978872288,9.761733091295115,0.1223780973426386
K03340,9.71,0.05,0.07,-3.5573905364895353,9.774492110238718,0.0957190476192723,-1.3555404729556102,9.753147536780107,0.07868587928807647
K03346,9.82,0.08,0.1,-2.3214266032265556,9.909697311948577,0.13501424117799643,-1.0595343051187172,9.877366123151292,0.11151128425898726
K03358,10.02,0.09,0.14,-24.77565633667176,10.148738340511112,0.1912003796525712,-1.642592561420841,10.109212176233918,0.1579960111148332
K03363,10.04,0.05,0.06,78.27847339103602,9.968634060139273,0.08945950649923062,-0.9515873311896712,10.07297905388086,0.06660821169110298
K03371,10.11,0.02,0.04,-30.540824730174094,10.14157459695393,0.050285366768141215,-2.4456755696954673,10.136021424096871,0.045253907094807144
K03378,10.11,0.02,0.05,-25.100470735387788,10.144911432286683,0.059056308088453635,-3.395182864890728,10.142033569686351,0.056441438908236385
K03382,10.03,0.07,0.11,-31.075439191771423,10.130500580237737,0.1496859557608199,-1.6713773417741749,10.100246007763939,0.12417226624136934
K03384,9.72,0.08,0.09,-1.544269143726737,9.793061831002756,0.11626904581335284,-0.7710633009163672,9.764565124807746,0.09890566329784245
K03403,9.76,0.03,0.03,1.463464229800593e-07,9.75999999647745,0.030167190090721885,0.12159332491026476,9.757001456995896,0.030951193119541087
K03419,9.78,0.03,0.03,0.017762027332253183,9.779572495705008,0.030170219120644104,0.1033935750738948,9.777452475580418,0.03091183390411434
K03421,9.41,0.04,0.05,-2.321426603226456,9.454848655974288,0.06750712058899844,-1.0595343053466308,9.438683066346629,0.055755643861873594
K03422,9.24,0.22,0.39,-24.601142984703316,9.570636385046992,0.5092843217659828,-2.0338774417712813,9.49300790592927,0.44109970356780737
K03425,9.53,0.09,0.08,1.5442691437266518,9.456938168997247,0.11626904581335118,0.7710633144667725,9.485434874316134,0.09890566359990993
K03436,9.37,0.36,0.52,-4.1510419062431225,9.849836009507893,0.7115908099084134,-1.4387961266912583,9.694484696916046,0.585366845473942
K03438,9.79,0.09,0.11,-2.143724473900619,9.88747821920397,0.1476789383983561,-1.000434301867898,9.851732868753324,0.12237802743752324
K03451,9.36,0.21,0.33,-28.904522053111407,9.661501740811982,0.449057867418563,-1.6713746969476375,9.57073764590189,0.3725166751737702
K03456,10.14,0.01,0.01,-0.035282051237217615,10.140283009432197,0.010059712068407611,-0.07536863611173317,10.140618322231575,0.010287792340702984
K03465,9.24,0.41,0.59,-4.06647468559899,9.784365962163678,0.8073367893700892,-1.4287108427834454,9.607667427854986,0.6640599478327593
K03473,8.77,0.42,0.37,1.6078262742409493,8.424101519711513,0.545863680258262,0.7973873452394002,8.558151926900873,0.46235235955074394
K03497,10.13,0.01,0.03,-20.775570407353868,10.149124128792401,0.03391362018653343,-4.440137702443906,10.14876717672508,0.033750570122968115
K03500,9.46,0.1,0.04,23.365819176434925,9.390177135552898,0.11811261645269455,3.3951532058218277,9.39593328120616,0.11288274350920369
K03503,10.06,0.04,0.04,1.4493279820726457e-07,10.059999995348637,0.0402229201209543,-0.08450880601533584,10.06277416045886,0.041170082343987224
K03541,9.72,0.03,0.04,-2.923090103469576,9.756620587036831,0.0545315012470271,-1.2275990701376003,9.744054544320225,0.04483627950058622
K03608,10.05,0.05,0.06,-2.0056875264726557,10.102502910594342,0.08008599773484781,-0.9515929125989686,10.082979296052752,0.0666082867434652
K03641,9.66,0.07,0.1,-3.9145730270744536,9.752239965980017,0.13681863010923623,-1.4092159294256845,9.722147709757152,0.1125165704831923
K03663,9.7,0.17,0.24,-3.69569411105131,9.92124129508159,0.32826890079071414,-1.3777095037679032,9.848456936760929,0.2698911836040596
K03678,9.5,0.22,0.29,-2.802676508014642,9.7648570065003,0.39489674997762236,-1.1978458577164588,9.67318469266796,0.32480848089640624
K03680,9.04,0.37,0.49,-2.8507258081242384,9.487981137717458,0.667569277604446,-1.2099441400617792,9.333471093241137,0.5489926612624494
K03681,9.37,0.11,0.11,0.012686850558679907,9.36888033941568,0.11061869702884142,0.13114557411462613,9.358134680794745,0.11357232482387114
K03683,9.5,0.04,0.05,-2.3214266032282325,9.544848655974306,0.06750712058901387,-1.059530733798269,9.528682943196944,0.05575560493935816
K03689,9.77,0.07,0.08,0.0022674943810585546,9.766530232960879,0.07541810066183052,-0.8169484693755606,9.810876719744872,0.08817455922324191
K03780,9.57,0.05,0.12,-23.709630227007523,9.655610162126859,0.143255298703995,-3.1988361956007623,9.647205263912356,0.13554121650857132
K03787,9.27,0.31,0.5,-25.944625335476672,9.719364215583733,0.6741718723110082,-1.7463388120204826,9.590848696913332,0.5647539086726183
K03791,9.7,0.03,0.04,-2.9230901034701873,9.736620587036832,0.05453150124702755,-1.2276011249705903,9.724054583658562,0.04483628944264728
K03801,9.59,0.22,0.38,-39.170031969005215,9.917299549862332,0.5005133806589246,-1.9521482146384557,9.83600653516806,0.42967985286050236
K03811,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K03823,8.82,0.57,0.4,3.865660778144459,8.294290681865867,0.7798245655271266,1.4025329281924286,8.466100152395773,0.6412713782262014
K03835,9.06,0.43,0.67,-32.327459519445426,9.675453944366735,0.9144874763977373,-1.6472812431291572,9.487098040506382,0.7561569729910482
K03853,9.87,0.14,0.14,0.014695243701638105,9.868349407038856,0.14078989645780837,-0.001133559664381778,9.870130031650373,0.14377040107055394
K03864,9.22,0.25,0.5,-76.20759418938209,9.614682459998082,0.6285670820661727,-2.4456782807071136,9.545268143178912,0.5656739500667032
K03867,9.35,0.31,0.52,-38.62087944701202,9.806037887535808,0.6917137565403284,-1.862521756128686,9.685584519389916,0.5877553846353486
K03871,9.88,0.18,0.39,-25.21444412264796,10.174181878900804,0.47888112544759953,-2.7539614401687516,10.13293497200588,0.44102004050540755
K03876,8.87,0.29,0.4,-3.337305269605139,9.238034214813304,0.5466157578058981,-1.316285239166774,9.11489878067674,0.44928185379232743
K03880,9.25,0.12,0.13,-1.2685810021567363,9.34689961525425,0.16244499177093663,-0.6521789773075,9.308134527448129,0.141595193312947
K03889,9.83,0.08,0.09,0.010088908120664541,9.825978712204224,0.08547644957280887,-0.7710631187868842,9.874565205367299,0.09890569296666119
K03890,9.8,0.18,0.19,-1.0590625869792945,9.928184789309514,0.22948758839307548,-0.5571330292525687,9.876146158297718,0.20517169744939967
K03891,9.97,0.06,0.05,2.0056875264724567,9.91749708940566,0.0800859977348467,0.9515920138143343,9.93702074405696,0.06660827588153995
K03892,9.62,0.17,0.24,-3.6956941110514236,9.841241295081591,0.3282689007907158,-1.3777105530650715,9.768457037717553,0.26989121132697025
K03907,9.41,0.06,0.07,-1.8018029874356074,9.469703147855505,0.09236374085388921,-0.8749476208669904,9.44702622430302,0.0774110246999038
K03908,9.84,0.02,0.02,0.023171282554230288,9.83962821851538,0.02011489626808005,0.08381178777025866,9.838624416753326,0.02058428087157993
K03913,9.54,0.13,0.2,-8.398593256184682,9.724644550570886,0.2737544203699658,-1.611523861167882,9.667125794224967,0.22563953977526685
K03925,9.07,0.39,0.57,-4.450380348767467,9.596114121475663,0.7801126664603821,-1.470496078552273,9.427122758387265,0.6419593855199937
K03928,9.63,0.08,0.1,-2.3214266032265556,9.719697311948579,0.1350142411779971,-1.0595322542156964,9.687366004800312,0.11151126455672578
K03936,8.79,0.59,0.39,0.0026434941920285837,8.855627377391608,0.49273176321349954,1.564762878244963,8.416551396818342,0.6652981939119613
K03943,9.66,0.09,0.06,5.439270635887695,9.57691119978653,0.12318860128043996,1.541295459140386,9.603164994371227,0.1014578449077258
K03946,9.66,0.05,0.13,-23.364629631028862,9.748946997676304,0.15202624050527436,-3.595302545445435,9.742912262338278,0.14665323355411397
K03980,9.88,0.07,0.09,-2.5632800640271114,9.961630717042251,0.12215203275925857,-1.132995012860789,9.932835057029756,0.10061156636683755
K03991,9.14,0.35,0.52,-4.9982817982268415,9.620050203760936,0.711743253518402,-1.5150755522298738,9.467475867295818,0.5860068933372861
K04002,9.16,0.41,0.53,-2.6128308168226795,9.641535679995902,0.7199226162173008,-1.1470504776904278,9.472370308435053,0.5927476232216444
K04004,9.27,0.35,0.41,-1.8308666685571495,9.62118388527378,0.5420110573431702,-0.886186286373615,9.488198419700513,0.45368089956951363
K04005,9.64,0.21,0.33,-29.30615006955024,9.941501740839595,0.44905786745004206,-1.671379655908467,9.85073836192743,0.3725169103306132
K04011,9.72,0.08,0.09,-1.544269143726737,9.793061831002756,0.11626904581335284,-0.7710633009163672,9.764565124807746,0.09890566329784245
K04014,9.44,0.19,0.3,-27.02730501951774,9.71326397993517,0.4075434429371253,-1.6849868893144873,9.631762733634538,0.33869101802442336
K04018,9.19,0.4,0.52,-2.665862563742735,9.66323215699502,0.7068943852930852,-1.1617266949010343,9.497698054075222,0.5818194811810427
K04022,9.72,0.03,0.03,1.5633101213552436e-07,9.719999996237124,0.030167190090715335,0.07432633931179566,9.718170761790802,0.03086185736003455
K04024,9.98,0.11,0.19,-24.367370717209695,10.14364977195145,0.2502566867799164,-1.9521483512916262,10.103003293664326,0.2148399379795285
K04032,10.09,0.03,0.05,-29.883708475041487,10.134025059050868,0.0666571074926029,-1.8431907666005998,10.122241798452126,0.056509356212910644
K04036,9.5,0.39,0.7,-65.127640224028,10.089009941076677,0.9103970995414287,-2.0737275174280256,9.954473301116362,0.7917923751217147
K04037,9.53,0.1,0.13,-2.665862563742735,9.648308039248755,0.1767235963232725,-1.1617234060434214,9.606924235634727,0.14545478109589371
K04053,9.5,0.19,0.27,-3.8131868765469648,9.748986876679945,0.36936686501423843,-1.3951422786546175,9.667455246410288,0.30372147275205297
K04054,9.11,0.4,0.49,-2.1611950136225886,9.544820283624482,0.6582629904139331,-1.006436862755507,9.385648245221045,0.5452745776255776
K04060,9.83,0.07,0.09,-2.563280064026557,9.911630717042241,0.12215203275925335,-1.1329930667156418,9.882834938000622,0.10061152788492178
K04062,9.71,0.08,0.07,1.655739785587798,9.643464687059442,0.10440863594400662,-0.014517006649299447,9.722805442690685,0.07698329320627273
K04066,9.41,0.06,0.21,-25.059931791569426,9.534755314013804,0.22979457878177856,-5.617069638182755,9.538220669267321,0.23545583002732695
K04067,9.39,0.2,0.34,-39.27612815246967,9.685724949708483,0.45022800968701004,-1.903119613982497,9.609759150280441,0.38437461763528347
K04070,9.56,0.34,0.54,-31.096867898869334,10.050052438083991,0.7320580367540661,-1.7017965011850293,9.905565971828675,0.6097289582235232
K04072,9.8,0.08,0.09,-1.5442691437264102,9.873061831002744,0.11626904581334574,-0.771063795053621,9.844565161084473,0.09890567408823936
K04103,10.11,0.02,0.04,-30.540824730174094,10.14157459695393,0.050285366768141215,-2.4456755696954673,10.136021424096871,0.045253907094807144
K04109,9.25,0.33,0.77,-53.391710408486674,9.807686077849898,0.9261889576499833,-3.069921116420261,9.746687064175669,0.8700471187599246
K04121,10.06,0.06,0.14,-25.934403180671822,10.16139746395283,0.1683979860995295,-3.0699318332534062,10.15030699578305,0.15819046841087014
K04123,9.37,0.07,0.05,3.557390536490246,9.30550788976128,0.09571904761927441,1.3555299446313,9.32685287834426,0.07868574400512118
