KOI,logAiso,E_logAiso,e_logAiso,a3,loc3,scale3,a5,loc5,scale5
K01271,9.76,0.04,0.04,1.364598887221291e-07,9.759999995620557,0.0402229201209543,0.08395090455790921,9.757244253049851,0.041168862495807534
K01274,10.09,0.04,0.08,-23.185238665777604,10.153149192371357,0.10057073205060219,-2.445687536209647,10.142043090482185,0.09050789333370812
K01275,9.82,0.08,0.1,-2.3214266032265556,9.909697311948577,0.13501424117799643,-1.0595343051187172,9.877366123151292,0.11151128425898726
K01276,9.83,0.14,0.22,-31.2852669952932,10.031001160685747,0.29937191179829303,-1.6713709442686167,9.970491397998277,0.2483443296291643
K01278,10.11,0.02,0.04,-30.540824730174094,10.14157459695393,0.050285366768141215,-2.4456755696954673,10.136021424096871,0.045253907094807144
K01279,9.95,0.09,0.11,-2.1437244739006616,10.04747821920397,0.147678938398358,-1.000437975526694,10.011733161007502,0.12237811924211495
K01282,9.77,0.04,0.06,-5.439270635894502,9.82539253347565,0.08212573418696356,-1.5412994659453716,9.807890121484844,0.06763860197741967
K01283,10.04,0.03,0.03,1.2790104619853082e-07,10.039999996921429,0.03016719009071589,-0.002549017444692936,10.040062657324356,0.03080799396285694
K01288,9.58,0.12,0.19,-30.417808582012768,9.752763399782147,0.25785748725699564,-1.6929225825378893,9.701515551217355,0.21451852850421405
K01299,9.42,0.12,0.09,-0.01479397758082257,9.431246261690026,0.10559251896442046,1.2275951355824617,9.347836662398642,0.13450874835692317
K01300,9.82,0.23,0.45,-98.56458886061816,10.179771022286896,0.5695107668875903,-2.366282258527505,10.112808777843235,0.5091296559927373
K01301,9.85,0.21,0.4,-24.462849077055807,10.174859592814956,0.5104544632101642,-2.27219351089893,10.110239819909768,0.45255946104024825
K01305,9.46,0.3,0.5,63.02285976328966,8.904213611473665,0.6431681978700576,-1.843182113319756,9.782416295515072,0.5650930056370485
K01306,9.82,0.23,0.48,-98.57514910707525,10.189781536733747,0.5958236018423118,-2.6056894910489348,10.13187803979443,0.5429428683195854
K01307,9.46,0.26,0.54,81.4438359563805,8.881106449274192,0.6384876258724514,-2.5871236696379896,9.81092631644844,0.6108274488822343
K01308,10.05,0.04,0.04,1.3788590536023548e-07,10.049999995574794,0.04022292012095474,-0.1200375371667235,10.053946558446853,0.041263442611314205
K01311,9.99,0.07,0.08,-1.655739785589077,10.056535312940582,0.10440863594402694,-0.8169470619087633,10.030876568369951,0.08817451345804617
K01314,9.38,0.08,0.05,28.39451386232642,9.30773718039517,0.1081715315760069,1.7230407212666563,9.328736024974283,0.09034507277624604
K01315,9.52,0.12,0.14,-1.801802987435721,9.639406295711007,0.18472748170777908,-0.8749448378037101,9.594052128338271,0.15482194666292892
K01316,9.57,0.14,0.04,-0.0029651730612698657,9.60354747201313,0.09050084603936492,5.61717102400705,9.48451881086708,0.15697078173016554
K01332,10.09,0.04,0.06,-5.439270635893422,10.14539253347565,0.08212573418696312,-1.5412989138745274,10.127890105593199,0.0676385967955837
K01335,9.31,0.04,0.05,-2.321426603227067,9.354848655974294,0.06750712058900254,-1.0595260361873216,9.338682779355246,0.05575555297667312
K01336,9.23,0.3,0.44,-4.55206602464861,9.6361453017852,0.6022079769376609,-1.4799732826395058,9.505988603024168,0.49561491041032224
K01338,9.97,0.09,0.13,-4.1510419062427815,10.089959002376972,0.17789770247710224,-1.438792846514417,10.051120948865464,0.14634163768033015
K01344,9.97,0.04,0.04,1.2903163337796286e-07,9.969999995858956,0.0402229201209543,-0.09652682386352751,9.973170137606646,0.04119815619548006
K01353,8.83,0.48,0.39,2.19766950139406,8.402886014282945,0.6456493764183784,1.018825087254129,8.558678749764397,0.5344155372174448
K01356,9.84,0.05,0.11,-23.334941463555282,9.92227332718381,0.1344843581101577,-2.81647608344025,9.911273993371239,0.12437320464242207
K01359,9.89,0.12,0.17,-3.756707340533808,10.046743996831978,0.23254616115930216,-1.3869149508898886,9.99530491317811,0.19120436351032888
K01360,9.58,0.36,0.52,-4.151041906243009,10.05983600950789,0.7115908099084105,-1.4387959070767096,9.904484636550167,0.5853668258956243
K01363,9.89,0.09,0.13,-4.151041906243307,10.009959002376975,0.1778977024771049,-1.4387931026197833,9.971120966468606,0.14634164347187728
K01364,9.59,0.32,0.55,-27.700067997471763,10.065162024210329,0.7256273848565647,-1.9368223009529402,9.945893678393611,0.6218687415910372
K01366,9.12,0.39,0.49,-2.363553479862503,9.560539887463317,0.6622924881995521,-1.0729092202878832,9.402369319599805,0.546670700451698
K01367,9.59,0.36,0.46,-2.5078900832894533,10.00634311054813,0.6237082333716062,-1.1168796016928013,9.858778017132344,0.5139718769767613
K01375,9.76,0.05,0.08,84.60105592348916,9.670406812281382,0.10466110269163253,-1.723044031326296,9.811264096406997,0.0903451124678627
K01378,10.02,0.02,0.02,-0.025027380972701962,10.020401555352402,0.020115468635393707,0.0202728072571432,10.019667750020993,0.02054130631617268
K01379,9.95,0.09,0.12,-0.0005431745278769995,9.940045956944612,0.10558437728597703,-1.2276008318428637,10.022163763685377,0.13450888068910394
K01396,9.6,0.25,0.39,-34.69729473083531,9.95797726238964,0.5320867161941341,-1.6506599425319024,9.848673841869063,0.4401650629961593
K01411,9.7,0.12,0.16,-2.9230901034692067,9.846482348147319,0.21812600498810442,-1.227600098660048,9.79621827897413,0.17934515083830838
K01412,9.72,0.09,0.07,2.563280064026145,9.638369282957761,0.12215203275925135,1.1329878348970084,9.667165371161994,0.10061143093119507
K01413,9.81,0.06,0.06,-0.01316557034095922,9.810633767182257,0.06033770868150479,-0.002267480267747146,9.810111474089556,0.061615961760671856
K01421,9.9,0.12,0.19,-28.446210177788174,10.072763400031441,0.2578574875867421,-1.692921792415703,10.02151548454987,0.21451850660671046
K01426,9.41,0.29,0.49,-26.751101358454363,9.837800124354784,0.6501993289263268,-1.884522576942672,9.726496317424468,0.5539052178157458
K01428,9.77,0.26,0.48,-26.858315356569307,10.167122417241861,0.618626000500735,-2.166176906500894,10.082050075325306,0.5430277182142269
K01431,9.29,0.32,0.35,-1.3405245013187255,9.55787992957772,0.4416996576083825,-0.6839025331486113,9.451365213084614,0.382200891016665
K01432,9.51,0.24,0.39,-28.30429441567115,9.858863634092522,0.5244859147469433,-1.7681592056874536,9.760569346047706,0.4405746159659928
K01436,9.16,0.35,0.53,-6.048101973984586,9.649306931298412,0.7254484113775588,-1.5674407954493148,9.495556340383374,0.5976591494161481
K01438,9.74,0.03,0.03,-0.018227836035478617,9.740438714039962,0.030170380012779052,0.07404579743024442,9.738177654057123,0.030861449510170558
K01439,9.6,0.13,0.05,24.575284145621183,9.51105299695102,0.1520262470798116,3.5953710672309143,9.517086602924072,0.1466535994525051
K01442,9.46,0.22,0.36,-26.296770019653565,9.780625876000377,0.4829714940008468,-1.7886282755753342,9.691543462734888,0.4067379250545231
K01444,9.4,0.08,0.04,-0.010155456725939871,9.41382206342478,0.06033630507408472,2.445691371149479,9.347956819431403,0.09050793184000905
K01445,9.35,0.11,0.08,3.2945668010204656,9.248824983827737,0.1502948586588233,1.308061628580191,9.28275367098695,0.12353117903017918
K01463,9.38,0.04,0.05,-2.3214266032271667,9.424848655974294,0.06750712058900366,-1.059534654117897,9.408683078455613,0.05575564774050845
K01466,9.42,0.39,0.52,-2.923090103469235,9.89606763147879,0.7089095162113428,-1.227600010108418,9.732709378318258,0.5828717310862044
K01474,9.33,0.05,0.05,1.0070743883261457e-07,9.329999995959964,0.050278650151194926,-0.0014052253861365216,9.330057560957304,0.051346579156165806
K01477,9.46,0.37,0.55,81.56486403756196,8.835287617119794,0.7425688014191792,-1.5164952885006215,9.806422175485519,0.619826456611819
K01478,9.9,0.12,0.17,-3.7567073405339215,10.05674399683198,0.23254616115930293,-1.3869209853298372,10.005305479467484,0.19120454844810852
K01480,9.8,0.25,0.49,-39.42027070138627,10.19134562245128,0.6197961380656877,-2.3726169286925938,10.118833145333832,0.5543842115727855
K01483,9.73,0.1,0.07,3.914573027073672,9.637760034019987,0.13681863010923423,1.4092137406625795,9.667852418978377,0.1125165267315913
K01486,9.65,0.18,0.31,-23.50020752265992,9.917487188933897,0.4087135868633912,-1.943061787012752,9.85063343074713,0.35051615171590833
K01528,9.57,0.25,0.33,-2.816795537355347,9.871483933946152,0.44943274367910047,-1.2014318895057272,9.767243241553917,0.36964556575113017
K01529,10.01,0.04,0.05,-2.3214266032271524,10.054848655974293,0.06750712058900354,-1.0595386075626152,10.038683221227158,0.055755693402274376
K01530,10.07,0.04,0.04,1.1835416557914868e-07,10.06999999620163,0.0402229201209553,-0.0832628103513855,10.0727330901857,0.041167363760648
K01531,9.26,0.37,0.52,-3.6195930882318237,9.739216711435088,0.7111500551484653,-1.365738962273909,9.581052732659796,0.5846358532623186
K01532,9.53,0.07,0.08,-1.65573978558767,9.596535312940555,0.10440863594400462,-0.8169482068607863,9.570876708596298,0.08817455855293677
K01533,9.83,0.12,0.15,-2.3214266032266693,9.964545967922868,0.20252136176699742,-1.059534676469056,9.916049273689566,0.16726694191004743
K01534,9.55,0.08,0.09,-1.5442691437266944,9.623061831002754,0.11626904581335196,-0.030585548857516187,9.540115691815766,0.08731468397829467
K01535,10.0,0.08,0.11,-3.2945668010195277,10.10117501617226,0.15029485865881997,-1.3080611826837583,10.067246210057569,0.12353114324292414
K01536,9.71,0.09,0.07,2.563280064026131,9.628369282957761,0.12215203275925113,1.1330015085281104,9.657164556190885,0.10061168997977155
K01537,9.67,0.04,0.14,-23.120643489201456,9.753170210362715,0.15319638740412467,-5.617126820104332,9.755480868661149,0.15697068256836022
K01557,9.0,0.45,0.6,-2.9230901034692494,9.54930880555245,0.8179725187053973,-1.2275999868678724,9.360818504622111,0.6725443020668788
K01563,9.51,0.35,0.53,-6.04810197398524,9.999306931298415,0.7254484113775612,-1.567440790043463,9.845556338630962,0.5976591485704694
K01567,9.99,0.11,0.26,-25.724391073367528,10.177007626428347,0.31165328488498956,-3.1283302885819637,10.15751906849321,0.2937333644690686
K01576,8.98,0.47,0.37,2.4564304753908317,8.555530351781266,0.6366121751991703,1.1015323828595456,8.706655853780463,0.5248786536168698
K01581,9.88,0.07,0.08,0.004177687299858235,9.876415270658928,0.07541833963080624,-0.8169555275028131,9.920877164088939,0.08817468967920217
K01596,9.41,0.34,0.58,-31.54029279383093,9.913399789514186,0.7671418151631524,-1.9136932877904798,9.785021225392027,0.65572758907064
K01598,9.77,0.19,0.34,-24.01897890481284,10.056611324215071,0.44262721286920004,-2.064009601602507,9.990704709712123,0.3845765993127963
K01601,10.08,0.03,0.03,-0.016567206063783146,10.080398749988866,0.030169825336707423,0.1201361694413805,10.07703756995982,0.03094781672342406
K01606,9.29,0.34,0.36,0.004058106466260369,9.282193807094972,0.35195231010465033,-0.5693645032715011,9.436580898835466,0.3892072434889263
K01608,9.82,0.09,0.1,-1.4554783285175574,9.899329339639388,0.12797992336885555,-0.7335895280745035,9.86811866804875,0.10960998637640873
K01609,9.99,0.07,0.08,-1.655739785589077,10.056535312940582,0.10440863594402694,-0.8169470619087633,10.030876568369951,0.08817451345804617
K01612,9.8,0.06,0.07,-1.8018029874362327,9.859703147855516,0.09236374085389765,-0.8749518990223208,9.837026456393996,0.0774110957540819
K01615,9.47,0.1,0.09,-0.002337373412586885,9.473511561380022,0.0955295956875466,0.7335838900101521,9.421881804741911,0.10960986497968106
K01616,9.46,0.11,0.22,-24.184079369715178,9.633660280993963,0.2765695147601164,-2.445667201157093,9.603117418273303,0.2488963532805495
K01618,9.48,0.05,0.04,2.3214266032264987,9.43515134402571,0.06750712058899966,1.0595407701924984,9.451316709569547,0.05575571590317574
K01621,9.65,0.03,0.14,-24.364636135971864,9.724056580832979,0.14559558422852692,-9.129533705674959,9.731392068062089,0.15593358204815067
K01623,9.97,0.03,0.03,1.532018956140746e-07,9.969999996312444,0.03016719009072033,0.12114361039672872,9.96701253288849,0.030950107204820165
K01628,9.46,0.04,0.05,-2.3214266032270103,9.504848655974293,0.06750712058900199,-1.0595335960710628,9.488683041712486,0.055755636085282334
K01629,9.74,0.09,0.1,0.0012003730190741635,9.736575047917928,0.09552872856558758,-0.7336084200991877,9.78812032657947,0.10961050337566314
K01632,9.7,0.08,0.08,0.016176222663560225,9.698961758563135,0.08045253989713252,0.1232536353578979,9.691893853415843,0.08254688654997022
K01639,9.37,0.11,0.05,24.80485687754981,9.287726674992038,0.13448435476060105,2.816463745577664,9.298726261398816,0.12437310958490644
K01647,9.85,0.07,0.11,-30.511092099703333,9.950500580279295,0.1496859558157725,-1.6713712871135158,9.920245719540087,0.12417217163015715
K01655,9.9,0.12,0.19,-28.446210177788174,10.072763400031441,0.2578574875867421,-1.692921792415703,10.02151548454987,0.21451850660671046
K01665,9.42,0.11,0.17,-12.657900533223525,9.576947868049867,0.23269125736045537,-1.6242475916978805,9.528171373050707,0.1918183224731037
K01666,8.94,0.17,0.35,-23.693061701453715,9.211720906126859,0.4361965535859542,-2.5537158312118464,9.16752186277414,0.3959252882001373
K01669,9.65,0.07,0.09,-0.0010866539083593807,9.64340308225702,0.08044587025678296,-1.1329913902607132,9.702834841288578,0.10061149734216113
K01688,9.63,0.11,0.05,23.452085073484326,9.547726673092177,0.13448435767521882,2.816431322663888,9.558726986045375,0.1243729240138155
K01692,8.99,0.36,0.4,-1.4554783285175574,9.307317358557556,0.5119196934754269,-0.7335910918316699,9.182475291389181,0.4384401905931553
K01695,9.81,0.07,0.08,-0.003950471678578538,9.80690406138316,0.07541778616336359,-0.8169468564985607,9.850876584814305,0.08817451957843414
K01706,9.66,0.25,0.51,-34.75115458306446,10.058019300832935,0.6373380322508547,-2.5190669837440254,9.991626053050425,0.5769454227135961
K01707,10.09,0.04,0.07,-26.36101917892894,10.149812356920004,0.09179979009088779,-1.9929975925756906,10.135367959469832,0.07916243524464606
K01715,10.08,0.04,0.05,-2.3214266032268114,10.12484865597429,0.06750712058900021,-1.059534145768481,10.10868306081742,0.055755642145676076
K01726,9.83,0.22,0.42,-26.520151371834316,10.170646887348756,0.5355971407994182,-2.2800505963893585,10.103260316865999,0.47518875518941706
K01738,9.35,0.32,0.48,-5.439270635890566,9.793140267805189,0.6570058734956952,-1.541296682960322,9.653120318030162,0.5411086009784598
K01739,9.91,0.05,0.06,-2.0056875264724283,9.962502910594342,0.0800859977348456,-0.951592906663663,9.942979295705253,0.0666082866103721
K01751,9.24,0.39,0.53,-3.143500728731226,9.726760752804939,0.723636432769966,-1.2773295113444192,9.562101917132196,0.5947932006384642
K01779,8.98,0.23,0.09,25.206119498193274,8.821230137347849,0.2701388566220242,3.5058479523774793,8.83301096854605,0.25953850628329156
K01781,8.99,0.61,0.5,2.129787872276225,8.450050873730934,0.8185177334136844,0.9956203292523753,8.648324969681092,0.6785048086748732
K01783,9.61,0.12,0.17,-3.7567073405336373,9.766743996831977,0.23254616115930238,-1.3869180382399975,9.715305202412527,0.19120445797974883
K01796,9.45,0.17,0.28,-27.004608280155338,9.698363055150036,0.374799960796274,-1.8078982060552278,9.630262691333186,0.31638932311134893
K01797,8.9,0.33,0.5,-6.093505276526059,9.361610456677496,0.684385396332118,-1.5690277873617333,9.216611193032808,0.5638399731860289
K01800,9.21,0.27,0.21,2.563280064026017,8.965107848873291,0.36645609827775105,1.1329872688478986,9.051496211548667,0.30183425633007355
K01802,8.96,0.41,0.44,-1.1954656508212764,9.278078579085062,0.5438112719086702,-0.6194552582503832,9.150102183044346,0.4778989812049259
K01803,8.98,0.51,0.48,1.114605275327051,8.625377917285405,0.6220353716673503,0.5827097662143785,8.768859335556158,0.5520756797670964
K01805,9.03,0.34,0.51,-5.439270635890509,9.50083653454301,0.6980687405891739,-1.5412976111600187,9.3520655594955,0.574927959952604
K01806,9.67,0.08,0.1,-2.321426603227181,9.759697311948594,0.13501424117801042,-1.0595320580764422,9.727365976399858,0.11151123826111842
K01808,9.01,0.28,0.43,-7.893393877573487,9.406985782625767,0.5885720030113801,-1.6065234673452693,9.28320439797044,0.4851000063689128
K01809,9.39,0.24,0.39,-38.7367155984355,9.738863636136104,0.5244859174233987,-1.7681590635267526,9.640569323441305,0.4405746086286597
K01812,9.86,0.06,0.07,-1.8018029874376111,9.91970314785555,0.09236374085392018,-0.8749436407593691,9.897026008019408,0.07741095848598967
K01813,9.4,0.2,0.61,-25.632600268303605,9.785819521831742,0.6870434466095485,-4.5513609836512074,9.780662994516534,0.6860249236694157
K01815,9.18,0.55,0.48,-58.96728736625887,9.841417570561799,0.8390491542379805,0.8243735497893283,8.897641950221315,0.6064723777757051
K01818,9.16,0.3,0.51,-28.737256387753618,9.603587425349088,0.6753420155644839,-1.9031195427344016,9.489638711749713,0.5765619218618505
K01819,9.28,0.19,0.41,-41.92835461918754,9.589969171694392,0.5040238011136637,-2.737562970125097,9.545967506092211,0.4636522744020358
K01820,9.04,0.35,0.5,-3.914573027073999,9.50119982990007,0.6840931505461767,-1.409212987587182,9.350737701093603,0.5625825668922081
K01822,9.6,0.14,0.18,0.0021992235603534027,9.5863844291595,0.16089112721207943,-1.1329913821166997,9.705669679671647,0.2012229936896769
K01824,9.86,0.09,0.1,-1.4554783285174722,9.939329339639386,0.1279799233688541,-0.733588770933693,9.908118559365024,0.10960997012473828
K01825,8.99,0.38,0.51,-2.9959190396799755,9.457475636439606,0.6956771790669909,-1.2446969014446836,9.297855813618124,0.5719070001728741
K01826,9.79,0.1,0.13,-2.6658625637432323,9.908308039248762,0.17672359632328194,-1.1617231808067459,9.866924216589329,0.14545477494989922
K01831,9.53,0.25,0.32,-2.5232927638147373,9.819806819154472,0.43400933875889935,-1.1214023340825605,9.717226592563046,0.35759799122504
K01832,8.97,0.38,0.45,-1.9088928732998767,9.359470582966956,0.5976616098826757,-0.915855202357605,9.213184100145018,0.4987038048922354
K01835,10.12,0.01,0.03,-22.767574452197607,10.139124134029107,0.03391362523548214,-4.4402103100516825,10.138767360940774,0.03375062764022507
K01837,9.08,0.37,0.34,1.3027686875213504,8.800600103869023,0.4645734914442201,0.6673159968499505,8.912057137521378,0.40350480122836385
K01839,8.95,0.37,0.43,-1.7742880666768883,9.315192854331984,0.5663152898593902,-0.86421051577436,9.176082436248596,0.47524450316906064
K01841,10.04,0.08,0.13,-33.077339319256765,10.156287878627626,0.17482863903014634,-1.7681470604415352,10.123522462621459,0.14685799028545032
K01845,9.69,0.28,0.39,-3.478376125637851,10.049166136579494,0.5331871853192169,-1.3420276458975593,9.92985342142905,0.43827812383212017
K01850,9.92,0.06,0.07,-1.8018029874358348,9.979703147855506,0.09236374085389187,-0.8749469308626061,9.957026221514266,0.07741102764319241
K01852,9.65,0.07,0.07,-0.015925529147054363,9.650894383699333,0.0703957921304581,0.00016932772707889399,9.649990278702354,0.0718851666430127
K01854,9.49,0.25,0.49,-28.941977878733894,9.88134562362124,0.6197961394146465,-2.372617134744175,9.808833173118524,0.5543842212101227
K01856,9.27,0.26,0.52,-24.61375262828939,9.680469766267656,0.6537097764288791,-2.4456826982812316,9.608279450943314,0.5883010983395726
K01858,9.26,0.27,0.43,-27.393058556462563,9.649551859277876,0.5823720829009786,-1.7096617017506048,9.53531193911434,0.48555477649786005
K01860,9.43,0.24,0.36,-5.439270635889741,9.762355200853886,0.4927544051217677,-1.5412973977890942,9.657340363827437,0.4058314917523689
K01861,8.97,0.4,0.42,-1.0125290732107999,9.245599703148534,0.50295179207305,-0.5355083014405437,9.13344447068247,0.4525652462376909
K01862,9.17,0.35,0.62,-35.932763957040166,9.695860756114431,0.8098263777686832,-2.0315371522586503,9.572196527217507,0.7012308490821328
K01863,9.21,0.21,0.37,-25.638594918418107,9.52484908656307,0.4841416385226428,-2.014407789978904,9.449927888926279,0.4184568451600198
K01864,9.9,0.03,0.03,1.428140024017921e-07,9.899999996562476,0.03016719009071611,0.11983046846204104,9.897045207139284,0.030947106426759685
K01871,9.57,0.37,0.53,99.99188988128967,8.963514856367308,0.7273672261573827,-1.416421096775636,9.899717536445678,0.5964089730527482
K01875,10.02,0.08,0.11,-3.2945668010197693,10.12117501617226,0.15029485865881997,-1.3080585710973764,10.087246034730889,0.1235310865332282
K01877,9.34,0.51,0.46,-99.4727680393219,9.958289400673106,0.7911040842135677,0.7268810400327936,9.095926710656299,0.5587396510400913
K01878,9.44,0.09,0.07,2.5632800640264435,9.358369282957756,0.12215203275925324,1.1329916275306289,9.387165142942452,0.10061150261544483
K01883,9.66,0.09,0.06,5.439270635887695,9.57691119978653,0.12318860128043996,1.541295459140386,9.603164994371227,0.1014578449077258
K01886,9.55,0.06,0.05,2.0056875264726983,9.497497089405659,0.08008599773484815,0.9515954551921624,9.517020590638108,0.06660832224546875
K01888,9.35,0.04,0.04,0.012828160772528463,9.349588316027699,0.04022502689514895,-0.11117716056226357,9.353653699236071,0.04123724599789369
K01889,9.26,0.3,0.5,-25.25634932846816,9.700250588886492,0.6665710735302706,-1.8431819293299014,9.582416259727982,0.5650929938796738
K01891,9.54,0.33,0.49,-55.36751716864386,10.004254632964814,0.6806025287271898,-1.5134874003724548,9.848530383997527,0.5521876193270052
K01893,10.13,0.01,0.02,-21.1812393375302,10.14578729642114,0.025142681733037797,-2.44568200619662,10.143010746065228,0.022626964517926007
K01894,9.44,0.09,0.07,2.5632800640264435,9.358369282957756,0.12215203275925324,1.1329916275306289,9.387165142942452,0.10061150261544483
K01897,9.91,0.07,0.08,-1.65573978558794,9.976535312940563,0.10440863594400984,-0.8169423539779075,9.950876359673567,0.08817444772111782
K01898,9.98,0.07,0.07,-0.017151406814804204,9.980963221710727,0.07039670040900348,0.003513309088106098,9.979798489713808,0.07188545372120314
K01901,9.41,0.17,0.29,-26.52560834169374,9.661699892486833,0.3835709046436835,-1.9136964925255455,9.597510956426452,0.327863907898009
K01904,9.37,0.45,0.61,-3.1127179359476997,9.930031629089608,0.8327205351440707,-1.2707405030647436,9.74023100766567,0.6844698244762173
K01905,9.5,0.39,0.46,-1.8800446848603656,9.896667364409462,0.6099366057619898,-0.9049745278343124,9.747228947936394,0.5095061246934096
K01909,9.44,0.22,0.35,-33.78888497768679,9.75728903929433,0.47420055083746704,-1.7066256843720709,9.664048020083627,0.3952097606808409
K01913,9.22,0.32,0.73,-75.99076727810835,9.755225036731321,0.8835042970565985,-2.970247943181036,9.691769048101882,0.8250731196263705
K01915,9.49,0.04,0.04,1.2108196756344114e-07,9.489999996114086,0.040222920120953964,-0.08683163727015142,9.49285056486275,0.0411752079688017
K01917,9.73,0.11,0.14,-2.4731766918943805,9.856530311553346,0.1896947067947169,-1.1065669708729047,9.811547872976972,0.15637317048267396
K01921,9.36,0.07,0.08,-1.6557397855876133,9.426535312940555,0.10440863594400374,-0.012704720754697973,9.348821846135817,0.07701007160519424
K01922,9.86,0.09,0.13,-4.151041906242739,9.979959002376972,0.17789770247710346,-1.4387991485449874,9.941121381283018,0.14634177906751356
K01923,9.13,0.42,0.54,-2.5632800640262303,9.619784302253441,0.7329121965555088,-1.1329921632820117,9.447009324290292,0.6036690727164506
K01924,9.34,0.11,0.03,24.13420431636743,9.275953927316504,0.11928275756505025,6.045505534168555,9.273354843273928,0.12320255408538705
K01925,9.6,0.28,0.21,2.923090103469164,9.343655890742191,0.3817205087291837,1.2275946290982347,9.431618959777683,0.3138537085482389
K01928,9.23,0.21,0.48,-26.189581443325935,9.5815542821708,0.5806220017012487,-2.9787529006981543,9.540156172098845,0.5425016621396953
K01929,9.9,0.03,0.03,1.428140024017921e-07,9.899999996562476,0.03016719009071611,0.11983046846204104,9.897045207139284,0.030947106426759685
K01930,9.81,0.03,0.03,-0.018775196498438618,9.810451886347249,0.03017057446629301,0.1087080212321041,9.807320934986624,0.03092269300177153
K01931,8.99,0.37,0.46,-2.277524595749597,9.401524408212515,0.6203012135773798,-1.045335564485896,9.252574325895539,0.5126795781462807
K01938,9.96,0.14,0.27,-23.28044427805122,10.177685336770747,0.3432266190986707,-2.315423352765137,10.135683116441546,0.3054801490104728
K01944,8.66,0.57,0.27,-99.52496539811236,9.269571248510143,0.6700609420213788,2.6504350646617354,8.28982888555305,0.6446962278766042
K01945,9.62,0.24,0.38,-25.178695175110136,9.965526798734315,0.5157149740309861,-1.6929248526416245,9.863031478072088,0.429037180718993
K01947,9.58,0.1,0.15,-5.43927063589102,9.718481333689123,0.20531433546740607,-1.5412986990068163,9.674725247357946,0.16909648638844166
K01951,9.91,0.05,0.06,-2.0056875264724283,9.962502910594342,0.0800859977348456,-0.951592906663663,9.942979295705253,0.0666082866103721
K01952,9.96,0.07,0.08,-1.655739785587798,10.02653531294056,0.10440863594400618,-0.8169410060760072,10.000876235082748,0.08817440932800946
K01955,9.45,0.05,0.07,-3.5573905364908427,9.51449211023872,0.0957190476192753,-1.3555401465196155,9.493147523696765,0.07868587508728353
K01958,9.55,0.2,0.36,-26.02675415117497,9.85239862546417,0.4677698967276305,-2.082959300596059,9.783766822233279,0.407215347761569
K01960,9.81,0.08,0.1,-0.005418030360786474,9.80372454283393,0.09050207029459956,-1.0595374323877564,9.867366349637157,0.11151135649256061
K01961,10.12,0.01,0.03,-22.767574452197607,10.139124134029107,0.03391362523548214,-4.4402103100516825,10.138767360940774,0.03375062764022507
K01964,10.03,0.07,0.1,-3.9145730270733026,10.122239965980011,0.13681863010923334,-1.409206173604943,10.092147170762093,0.11251639262438184
K01970,9.4,0.33,0.46,-3.4901280202053044,9.82365954812233,0.628907158894628,-1.3440775458196867,9.683001938642168,0.5169641996613588
K01978,9.38,0.3,0.39,-2.6658625637428344,9.734924117746273,0.5301707889698178,-1.1617266447901926,9.610773527870174,0.4363646067994418
K01979,9.89,0.07,0.09,-2.5632800640302804,9.971630717042279,0.12215203275928055,-1.1329897371040119,9.942834748579617,0.10061146795977693
K01980,9.0,0.41,0.45,-1.3662277706812347,9.347413078785191,0.5697882962143093,-0.6951246636777739,9.209591190775082,0.49183222543786764
K01984,9.36,0.19,0.24,-2.4084461198796845,9.576267369412122,0.324736598999809,-1.0869005702396635,9.498938338871755,0.26788948650016864
K01985,9.46,0.41,0.42,83.18132440970331,8.940417429459183,0.678842166257309,-0.41346907058395743,9.592798123051526,0.44661320618947165
K01988,9.16,0.56,0.58,-0.8809903111667978,9.5069027396258,0.6766375241925746,-0.4733269339876216,9.365049075022608,0.6209028014967295
K01989,9.52,0.21,0.33,-25.853616669692016,9.821501740011682,0.44905786657597224,-1.6713749658266295,9.730737685225655,0.37251668814386096
K01992,10.07,0.03,0.04,-2.9230901034689794,10.10662058703683,0.054531501247024106,-1.2275992443776573,10.094054548620418,0.04483628088626057
K02001,9.06,0.5,0.5,0.01068656129572787,9.055713015941826,0.5028047776953677,0.10312403752388377,9.017651222765998,0.5151887870427841
K02002,9.47,0.2,0.35,-25.186411302465814,9.769061784781043,0.4589989508929285,-1.9929986762849126,9.696839940649308,0.3958122224950127
K02004,9.87,0.04,0.15,-23.46235019301156,9.956507043048942,0.1619673255352314,-6.267282305326873,9.960535390318002,0.16791604448717812
K02007,9.09,0.38,0.43,-1.5856227120779636,9.442423154310706,0.5577227110272138,-0.7882406301164764,9.305536001621011,0.4730834234446022
K02009,10.12,0.02,0.03,-5.4392706358933935,10.147696266737823,0.04106286709348084,-1.5413044263487308,10.138945133620854,0.03381932490212114
K02010,9.39,0.08,0.08,0.014853165293217785,9.389046668911998,0.08045148888742781,0.1011812281693949,9.383352814961675,0.08241992774990492
K02011,9.36,0.08,0.26,-25.2076886622623,9.519666746425951,0.28885088700674066,-5.009844954864661,9.52066542802924,0.29200275309521584
K02012,9.08,0.34,0.51,-5.439270635890011,9.55083653454301,0.698068740589173,-1.5412976966782423,9.402065591103682,0.5749279719135161
K02016,9.56,0.08,0.08,-0.014456323805561055,9.56092786248518,0.08045119119317024,0.11198934215541101,9.552638726213134,0.08247915167256348
